name,main_common_name,category,year,code
Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,2000,EN
Leucopogon marginatus,Thick-margined Leucopogon,Endangered,2000,EN
Leucopogon obtectus,Hidden Beard-heath,Endangered,2000,EN
Leucopogon sp. Coolmunda (D.Halford Q1635), ,Endangered,2000,EN
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,2000,EX
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,2000,VU
Limosella granitica,Granite Mudwort,Vulnerable,2000,VU
Lindsaea pulchella var. blanda, ,Vulnerable,2000,VU
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,2000,VU
Litoria aurea,Green and Golden Bell Frog,Vulnerable,2000,VU
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Endangered,2000,EN
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog",Endangered,2000,EN
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Vulnerable,2000,VU
Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,2000,EN
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,2000,VU
Litoria piperata,Peppered Tree Frog,Vulnerable,2000,VU
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog",Vulnerable,2000,VU
Litoria rheocola,Common Mistfrog,Endangered,2000,EN
Litoria spenceri,Spotted Tree Frog,Endangered,2000,EN
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,2000,VU
Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,2000,VU
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Vulnerable,2000,VU
Lobelia gelida, ,Vulnerable,2000,VU
Logania diffusa, ,Vulnerable,2000,VU
Logania insularis, ,Vulnerable,2000,VU
Lychnothamnus barbatus,a green alga,Endangered,2000,EN
Lycopodium volubile, ,Extinct,2000,EX
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,2000,VU
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,2000,EN
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,2000,VU
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,2000,VU
Macarthuria keigheryi,Keighery's Macarthuria,Endangered,2000,EN
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,2000,EN
Maccullochella macquariensis,Trout Cod,Endangered,2000,EN
Maccullochella mariensis,Mary River Cod,Endangered,2000,EN
Macquaria australasica,Macquarie Perch,Endangered,2000,EN
Macroderma gigas,Ghost Bat,Vulnerable,2000,VU
Macropteranthes montana, ,Vulnerable,2000,VU
Macrotis lagotis,Greater Bilby,Vulnerable,2000,VU
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Extinct,2000,EX
Macrozamia conferta, ,Vulnerable,2000,VU
Macrozamia cranei, ,Endangered,2000,EN
Macrozamia lomandroides,cycad,Endangered,2000,EN
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,2000,VU
Macrozamia machinii, ,Vulnerable,2000,VU
Macrozamia occidua, ,Vulnerable,2000,VU
Macrozamia parcifolia, ,Vulnerable,2000,VU
Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,2000,EN
Macrozamia platyrhachis,cycad,Endangered,2000,EN
Maireana cheelii,Chariot Wheels,Vulnerable,2000,VU
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,2000,VU
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,2000,VU
Manorina melanotis,Black-eared Miner,Endangered,2000,EN
Marsdenia araujacea, ,Extinct,2000,EX
Marsdenia brevifolia, ,Vulnerable,2000,VU
Marsdenia longiloba,Clear Milkvine,Vulnerable,2000,VU
Marsdenia paludicola, ,Vulnerable,2000,VU
Medicosma elliptica, ,Vulnerable,2000,VU
Medicosma obovata, ,Vulnerable,2000,VU
Megaptera novaeangliae,Humpback Whale,Vulnerable,2000,VU
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,2000,VU
Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,2000,VU
Melaleuca kunzeoides, ,Vulnerable,2000,VU
Melaleuca sciotostyla,Wongan Melaleuca,Endangered,2000,EN
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,2000,EN
Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Endangered,2000,EN
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,2000,EN
Melomys rubicola,Bramble Cay Melomys,Endangered,2000,EN
Mesembriomys macrurus,"Golden-backed Tree-rat, Koorrawal",Vulnerable,2000,VU
Microcarpaea agonis, ,Endangered,2000,EN
Microcorys eremophiloides,Wongan Microcorys,Vulnerable,2000,VU
Microlepidium alatum, ,Vulnerable,2000,VU
Micromyrtus blakelyi, ,Vulnerable,2000,VU
Micromyrtus grandis, ,Endangered,2000,EN
Micromyrtus minutiflora, ,Vulnerable,2000,VU
Microtis angusii,Angus's Onion Orchid,Endangered,2000,EN
Microtis globula,South-Coast Mignonette Orchid,Vulnerable,2000,VU
Milyeringa veritas,Blind Gudgeon,Vulnerable,2000,VU
Minuria tridens,Minnie Daisy,Vulnerable,2000,VU
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,2000,VU
Mixophyes fleayi,Fleay's Frog,Endangered,2000,EN
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Endangered,2000,EN
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,2000,VU
Monogramma dareicarpa,Grass Fern,Extinct,2000,EX
Muehlenbeckia tuggeranong,Tuggeranong Lignum,Endangered,2000,EN
Musa fitzalanii,Daintree's River Banana,Extinct,2000,EX
Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,2000,VU
Myoporum turbinatum,Salt Myoporum,Endangered,2000,EN
Myriophyllum coronatum, ,Vulnerable,2000,VU
Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,2000,EN
Myriophyllum porcatum,Ridged Water-milfoil,Vulnerable,2000,VU
Myrmecodia beccarii,Ant Plant,Vulnerable,2000,VU
Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,2000,EN
Nannoperca obscura,Yarra Pygmy Perch,Vulnerable,2000,VU
Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,2000,EN
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,2000,VU
Natator depressus,Flatback Turtle,Vulnerable,2000,VU
Neisosperma kilneri, ,Vulnerable,2000,VU
Nematolepis frondosa,Leafy Nematolepis,Vulnerable,2000,VU
Nematolepis rhytidophylla, ,Vulnerable,2000,VU
Nematolepis squamea subsp. coriacea,Harsh Nematolepis,Vulnerable,2000,VU
Nematolepis wilsonii,Shiny Nematolepis,Vulnerable,2000,VU
Neoastelia spectabilis, ,Vulnerable,2000,VU
Neochmia ruficauda ruficauda,"Star Finch (eastern), Star Finch (southern)",Endangered,2000,EN
Neoroepera buxifolia, ,Vulnerable,2000,VU
Nestor productus,Norfolk Island Kaka,Extinct,2000,EX
Newcastelia velutina, ,Vulnerable,2000,VU
Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook ",Vulnerable,2000,VU
Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,2000,EX
Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Southern Boobook (Norfolk Island)",Endangered,2000,EN
Niveoscincus palfreymani,"Pedra Branca Skink,  Red-throated Skink",Vulnerable,2000,VU
Notamacropus eugenii eugenii,Tammar Wallaby (South Australia),Extinct,2000,EX
Notamacropus greyi,Toolache Wallaby,Extinct,2000,EX
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,2000,VU
Notelaea lloydii,Lloyd's Olive,Vulnerable,2000,VU
Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",Extinct,2000,EX
Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",Vulnerable,2000,VU
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,2000,VU
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,2000,EX
Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,2000,EX
Notomys mordax,"Darling Downs Hopping-mouse, Payi",Extinct,2000,EX
Ochrosia moorei,Southern Ochrosia,Endangered,2000,EN
Olax angulata,Minnie Waters Olax,Vulnerable,2000,VU
Olearia astroloba,Marble Daisy-bush,Vulnerable,2000,VU
Olearia cordata, ,Vulnerable,2000,VU
Olearia flocktoniae,Dorrigo Daisy-bush,Endangered,2000,EN
Olearia hygrophila,"Swamp Daisy, Water Daisy",Endangered,2000,EN
Olearia macdonnellensis, ,Vulnerable,2000,VU
Olearia microdisca,Small-flowered Daisy-bush,Endangered,2000,EN
Olearia oliganthema, ,Extinct,2000,EX
Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,2000,VU
Oligosoma lichenigera,Lord Howe Island Skink,Vulnerable,2000,VU
Omphalea celata, ,Vulnerable,2000,VU
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,2000,EN
Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,2000,EX
Opercularia acolytantha,Esperance Dog Weed,Extinct,2000,EX
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Vulnerable,2000,VU
Ophisternon candidum,Blind Cave Eel,Vulnerable,2000,VU
Oreogrammitis reinwardtii, ,Vulnerable,2000,VU
Ornduffia calthifolia,Mountain Villarsia,Endangered,2000,EN
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,2000,VU
Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",Vulnerable,2000,VU
Ozothamnus eriocephalus, ,Vulnerable,2000,VU
Ozothamnus selaginoides,"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,2000,EX
Ozothamnus tesselatus, ,Vulnerable,2000,VU
Ozothamnus vagans,Wollumbin Dogwood,Vulnerable,2000,VU
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Vulnerable,2000,VU
Pachycephala rufogularis,Red-lored Whistler,Vulnerable,2000,VU
Pachyptila turtur subantarctica,Fairy Prion (southern),Vulnerable,2000,VU
Pandanus spiralis var. flammeus,Edgar Range Pandanus,Endangered,2000,EN
Papasula abbotti,Abbott's Booby,Endangered,2000,EN
Paracaleana dixonii,Sandplain Duck Orchid,Endangered,2000,EN
Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Vulnerable,2000,VU
Parantechinus apicalis,Dibbler,Endangered,2000,EN
Pardalotus quadragintus,Forty-spotted Pardalote,Endangered,2000,EN
Parsonsia dorrigoensis,Milky Silkpod,Endangered,2000,EN
Parsonsia larcomensis,Mt Larcom Silk Pod,Vulnerable,2000,VU
Paspalidium grandispiculatum,a grass,Vulnerable,2000,VU
Paspalum batianoffii, ,Extinct,2000,EX
Patersonia spirifolia,Spiral-leaved Patersonia,Endangered,2000,EN
Perameles bougainville bougainville,Western Barred Bandicoot (Shark Bay),Endangered,2000,EN
Perameles bougainville fasciata,Western Barred Bandicoot (eastern),Extinct,2000,EX
Perameles eremiana,"Desert Bandicoot, Walilya",Extinct,2000,EX
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),Endangered,2000,EN
Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),Vulnerable,2000,VU
Persicaria elatior,"Knotweed, Tall Knotweed",Vulnerable,2000,VU
Persoonia acerosa,Needle Geebung,Vulnerable,2000,VU
Persoonia bargoensis,Bargo Geebung,Vulnerable,2000,VU
Persoonia glaucescens,Mittagong Geebung,Vulnerable,2000,VU
Persoonia hirsuta,"Hairy Geebung, Hairy Persoonia",Endangered,2000,EN
Persoonia laxa, ,Extinct,2000,EX
Persoonia marginata,Clandulla Geebung,Vulnerable,2000,VU
Persoonia micranthera,Small-flowered Snottygobble,Endangered,2000,EN
Persoonia mollis subsp. maxima, ,Endangered,2000,EN
Persoonia nutans,Nodding Geebung,Endangered,2000,EN
Persoonia prostrata, ,Extinct,2000,EX
Petaurus australis Wet Tropics subspecies,"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Vulnerable,2000,VU
Petaurus gracilis,Mahogany Glider,Endangered,2000,EN
Petrogale lateralis MacDonnell Ranges race,"Warru, Black-footed Rock-wallaby (MacDonnell Ranges race)",Vulnerable,2000,VU
Petrogale lateralis West Kimberley race,Black-footed Rock-wallaby (West Kimberley race),Vulnerable,2000,VU
Petrogale lateralis hacketti,Recherche Rock-wallaby,Vulnerable,2000,VU
Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,2000,VU
Petrogale persephone,Proserpine Rock-wallaby,Endangered,2000,EN
Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,2000,VU
Petroica multicolor,Norfolk Island Robin,Vulnerable,2000,VU
Petrophile latericola,Laterite Petrophile,Endangered,2000,EN
Pezoporus occidentalis,Night Parrot,Endangered,2000,EN
Phaius australis,Lesser Swamp-orchid,Endangered,2000,EN
Phaius bernaysii,Yellow Swamp-orchid,Endangered,2000,EN
Phaius pictus, ,Vulnerable,2000,VU
Phalaenopsis amabilis subsp. rosenstromii,Native Moth Orchid,Endangered,2000,EN
Phaleria biflora, ,Vulnerable,2000,VU
Phebalium glandulosum subsp. eglandulosum,Rusty Desert Phebalium,Vulnerable,2000,VU
Phebalium lowanense,Lowan Phebalium,Vulnerable,2000,VU
Phebalium whitei, ,Vulnerable,2000,VU
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,Endangered,2000,EN
Philoria frosti,Baw Baw Frog,Endangered,2000,EN
Philotheca basistyla,White-flowered Philotheca,Endangered,2000,EN
Philotheca ericifolia, ,Vulnerable,2000,VU
Philotheca sporadica,Kogan Waxflower,Vulnerable,2000,VU
Philotheca wonganensis,Wongan Eriostemon,Endangered,2000,EN
Phlegmariurus carinatus,Keeled Tassel-fern,Endangered,2000,EN
Phlegmariurus dalhousieanus,BlueTassel-fern,Endangered,2000,EN
Phlegmariurus filiformis,Rat's Tail Tassel-fern,Endangered,2000,EN
Phlegmariurus lockyeri, ,Vulnerable,2000,VU
Phlegmariurus marsupiiformis,Water Tassel-fern,Vulnerable,2000,VU
Phlegmariurus tetrastichoides,Square Tassel Fern,Vulnerable,2000,VU
Phoebetria fusca,Sooty Albatross,Vulnerable,2000,VU
Phyllota humifusa,Dwarf Phyllota,Vulnerable,2000,VU
Picris evae,Hawkweed,Vulnerable,2000,VU
Pimelea curviflora var. curviflora, ,Vulnerable,2000,VU
Pimelea leptospermoides, ,Vulnerable,2000,VU
Pimelea pagophila,Grampians Rice-flower,Vulnerable,2000,VU
Pimelea spicata,Spiked Rice-flower,Endangered,2000,EN
Pimelea venosa, ,Endangered,2000,EN
Pityrodia augustensis,Mt Augustus Foxglove,Vulnerable,2000,VU
Pityrodia scabra,Wyalkatchem Foxglove,Endangered,2000,EN
Planchonella eerwah,"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,2000,EN
Plectranthus gratus, ,Vulnerable,2000,VU
Plectranthus habrophyllus, ,Endangered,2000,EN
Plectranthus leiperi, ,Vulnerable,2000,VU
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,2000,EN
Plectranthus omissus, ,Endangered,2000,EN
Plectranthus torrenticola, ,Endangered,2000,EN
Plesioneuron tuberculatum, ,Endangered,2000,EN
Pleuropappus phyllocalymmeus,Silver Candles,Vulnerable,2000,VU
Plinthanthesis rodwayi,Budawangs Wallaby-grass,Vulnerable,2000,VU
Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,2000,VU
Polianthion minutiflorum, ,Vulnerable,2000,VU
Polyscias bellendenkerensis, ,Vulnerable,2000,VU
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,2000,VU
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,2000,VU
Polytelis swainsonii,Superb Parrot,Vulnerable,2000,VU
Pomaderris brunnea,Rufous Pomaderris,Vulnerable,2000,VU
Pomaderris clivicola, ,Vulnerable,2000,VU
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,2000,EN
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Vulnerable,2000,VU
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,2000,VU
Pomaderris pallida,Pale Pomaderris,Vulnerable,2000,VU
Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,2000,VU
Pomaderris sericea,Bent Pomaderris,Vulnerable,2000,VU
Pomaderris subplicata,Concave Pomaderris,Vulnerable,2000,VU
Poranthera petalifera,Mountain Poranthera,Vulnerable,2000,VU
Porphyrio albus,White Gallinule,Extinct,2000,EX
Potorous longipes,Long-footed Potoroo,Endangered,2000,EN
Potorous platyops,"Broad-faced Potoroo, Moda",Extinct,2000,EX
Potorous tridactylus tridactylus,Long-nosed Potoroo (SE mainland),Vulnerable,2000,VU
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,2000,EN
Prasophyllum amoenum,Dainty Leek-orchid,Endangered,2000,EN
Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,2000,EN
Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,2000,VU
Prasophyllum correctum,Gaping Leek-orchid,Endangered,2000,EN
Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,2000,EN
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,2000,EN
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,2000,VU
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,2000,VU
Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,2000,VU
Prasophyllum petilum,Tarengo Leek Orchid,Endangered,2000,EN
Prasophyllum secutum,Northern Leek-orchid,Endangered,2000,EN
Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,2000,VU
Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,2000,EN
Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,2000,EN
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,2000,EN
Prasophyllum validum,Sturdy Leek-orchid,Vulnerable,2000,VU
Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,2000,VU
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,2000,VU
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,2000,EN
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,2000,VU
Prostanthera cineolifera, ,Vulnerable,2000,VU
Prostanthera densa,Villous Mintbush,Vulnerable,2000,VU
Prostanthera discolor, ,Vulnerable,2000,VU
Prostanthera eurybioides,Monarto Mintbush,Endangered,2000,EN
Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,2000,VU
Prostanthera junonis,Somersby Mintbush,Endangered,2000,EN
Prostanthera nudula, ,Vulnerable,2000,VU
Prostanthera palustris,Swamp Mint-bush,Vulnerable,2000,VU
Prostanthera schultzii, ,Vulnerable,2000,VU
Prostanthera sp. Dunmore (D.M.Gordon 8A), ,Vulnerable,2000,VU
Prostanthera spathulata, ,Vulnerable,2000,VU
Prostanthera staurophylla,a mint-bush,Vulnerable,2000,VU
Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,2000,VU
Prototroctes maraena,Australian Grayling,Vulnerable,2000,VU
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal",Endangered,2000,EN
Psephotus pulcherrimus,Paradise Parrot,Extinct,2000,EX
Pseudantechinus mimulus,Carpentarian Antechinus,Vulnerable,2000,VU
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,2000,VU
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Vulnerable,2000,VU
Pseudomugil mellis,Honey Blue-eye,Vulnerable,2000,VU
Pseudomys australis,"Plains Rat, Palyoora",Vulnerable,2000,VU
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,2000,VU
Pseudomys fumeus,"Smoky Mouse, Konoom",Endangered,2000,EN
Pseudomys gouldii,"Gould's Mouse, Koontin",Extinct,2000,EX
Pseudomys oralis,"Hastings River Mouse, Koontoo",Endangered,2000,EN
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Vulnerable,2000,VU
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,2000,VU
Psophodes nigrogularis leucogaster,"Western Whipbird (eastern), Mallee Western Whipbird",Vulnerable,2000,VU
Psophodes nigrogularis nigrogularis,Western Heath Western Whipbird ,Endangered,2000,EN
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,2000,EN
Pterodroma mollis,Soft-plumaged Petrel,Vulnerable,2000,VU
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,2000,VU
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,2000,EN
Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,2000,VU
Pterostylis basaltica,Basalt Greenhood,Endangered,2000,EN
Pterostylis bicornis, ,Vulnerable,2000,VU
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,2000,VU
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,2000,VU
Pterostylis cucullata,Leafy Greenhood,Vulnerable,2000,VU
Pterostylis despectans,Lowly Greenhood,Endangered,2000,EN
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,2000,EN
Pterostylis lepida,Halbury Greenhood,Endangered,2000,EN
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,2000,VU
Pterostylis pulchella,Pretty Greenhood,Vulnerable,2000,VU
Pterostylis rubenachii,Arthur River Greenhood,Endangered,2000,EN
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,2000,EN
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Grrenhood",Endangered,2000,EN
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,2000,EN
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,2000,EN
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,2000,VU
Pterostylis xerophila,Desert Greenhood,Vulnerable,2000,VU
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,2000,VU
Ptychosema pusillum,Dwarf Pea,Vulnerable,2000,VU
Pultenaea aristata, ,Vulnerable,2000,VU
Pultenaea baeuerlenii,Budawangs Bush-pea,Vulnerable,2000,VU
Pultenaea elusa,Elusive Bush-pea,Endangered,2000,EN
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,2000,VU
Pultenaea maidenii,Maiden's Bush-pea,Extinct,2000,EX
Pultenaea parrisiae, ,Vulnerable,2000,VU
Pultenaea parviflora, ,Vulnerable,2000,VU
Pultenaea pauciflora,Narrogin Pea,Vulnerable,2000,VU
Pultenaea setulosa, ,Vulnerable,2000,VU
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,2000,VU
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,2000,VU
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,2000,VU
Randia moorei,Spiny Gardenia,Endangered,2000,EN
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,2000,VU
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,2000,EN
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Extinct,2000,EX
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,2000,EX
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,2000,VU
Rhaphidospora bonneyana, ,Vulnerable,2000,VU
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,2000,VU
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,2000,EX
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,2000,EX
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,2000,VU
Rhinerrhizopsis matutina, ,Vulnerable,2000,VU
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,2000,EX
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid ",Endangered,2000,EN
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,2000,VU
Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,2000,EN
Ristantia gouldii, ,Vulnerable,2000,VU
Romnalda strobilacea, ,Vulnerable,2000,VU
Roycea pycnophylloides,Saltmat,Endangered,2000,EN
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,2000,VU
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,2000,VU
Rutidosis leptorrhynchoides,Button Wrinklewort,Endangered,2000,EN
Rytidosperma pumilum,Feldmark Grass,Vulnerable,2000,VU
Sagina diemensis,Pearlwort,Endangered,2000,EN
Saiphos reticulatus,Three-toed Snake-tooth Skink,Vulnerable,2000,VU
Samadera bidwillii,Quassia,Vulnerable,2000,VU
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949), ,Endangered,2000,EN
Sankowskya stipularis, ,Endangered,2000,EN
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,2000,VU
Sannantha tozerensis,a shrub,Vulnerable,2000,VU
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,2000,VU
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,2000,VU
Sarcochilus hirticalcar, ,Vulnerable,2000,VU
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,2000,VU
Sauropus macranthus, ,Vulnerable,2000,VU
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,2000,EN
Sclerolaena blakei, ,Vulnerable,2000,VU
Sclerolaena napiformis,Turnip Copperburr,Endangered,2000,EN
Sclerolaena walkeri, ,Vulnerable,2000,VU
Senecio behrianus,Stiff Groundsel,Endangered,2000,EN
Senecio georgianus,Grey Groundsel,Extinct,2000,EX
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,2000,VU
