name,main_common_name,category,year,code
Galeorhinus galeus,School Shark,Conservation Dependent,2009,CD
Rexea solandri ,,Conservation Dependent,2009,CD
Hibbertia sp. Bankstown ,,Critically Endangered,2009,CR
Notelaea ipsviciensis,,Critically Endangered,2009,CR
Acacia imitans,,Endangered,2009,EN
Advena campbellii campbellii,,Critically Endangered,2009,CR
Banksia pseudoplumosa,,Endangered,2009,EN
Boronia clavata,,Endangered,2009,EN
Caladenia melanema,,Critically Endangered,2009,CR
Caladenia procera,,Critically Endangered,2009,CR
Caladenia sp. Brentwood ,,Critically Endangered,2009,CR
Cassinia tegulata,,Critically Endangered,2009,CR
Daviesia obovata,,Endangered,2009,EN
Dermochelys coriacea,Leatherback Turtle,Endangered,2009,EN
Grevillea brachystylis Busselton ,,Critically Endangered,2009,CR
Gudeoconcha sophiae magnifica ms,,Critically Endangered,2009,CR
Hoplogonus bornemisszai,,Critically Endangered,2009,CR
Mathewsoconcha grayi ms,,Critically Endangered,2009,CR
Mathewsoconcha phillipii,,Critically Endangered,2009,CR
Mathewsoconcha suteri,,Critically Endangered,2009,CR
Mystivagor mastersi,,Critically Endangered,2009,CR
Neopasiphae simplicior,,Critically Endangered,2009,CR
Pseudocharopa lidgbirdi,,Critically Endangered,2009,CR
Pseudocharopa whiteleggei,,Critically Endangered,2009,CR
Quintalia stoddartii,,Critically Endangered,2009,CR
Schoenia filifolia subulifolia,,Endangered,2009,EN
Synemon gratiosa,,Endangered,2009,EN
Thelymitra cyanapicata,Blue Top Sun-orchid,Critically Endangered,2009,CR
Thelymitra sp. Kangaloon ,,Critically Endangered,2009,CR
Reedia spathacea,,Critically Endangered,2009,CR
Phebalium distans,,Critically Endangered,2008,CR
Conilurus penicillatus,Brush-tailed Rabbit-rat,Vulnerable,2008,VU
Centrolepis pedderensis,Pedder Centrolepis,Endangered,2008,EN
Chionohebe ciliolata,,Vulnerable,2008,VU
Epacris barbata,Bearded Heath,Endangered,2008,EN
Hibbertia basaltica,,Endangered,2008,EN
Philotheca freyciana,,Endangered,2008,EN
Prasophyllum crebriflorum,,Endangered,2008,EN
Prasophyllum incorrectum,,Critically Endangered,2008,CR
Prasophyllum taphanyx,,Critically Endangered,2008,CR
Pterostylis ziegeleri,Grassland Greenhood,Vulnerable,2008,VU
Sagina diemensis,,Endangered,2008,EN
Stenanthemum pimeleoides,Spreading Stenanthemum,Vulnerable,2008,VU
Stipiturus mallee,,Endangered,2008,EN
Pristis zijsron,Green Sawfish,Vulnerable,2008,VU
Commersonia rosea,,Endangered,2008,EN
Pomaderris reperta,,Critically Endangered,2008,CR
Conospermum hookeri,,Vulnerable,2007,VU
Litoria booroolongensis,,Endangered,2007,EN
Miniopterus schreibersii bassanii,,Critically Endangered,2007,CR
Nangura spinosa,,Critically Endangered,2007,CR
Rhizanthella slateri,,Endangered,2007,EN
Frankenia conferta,,Endangered,2007,EN
Litoria lorica,,Critically Endangered,2007,CR
Litoria nyakalensis,,Critically Endangered,2007,CR
Epthianura crocea tunneyi,Alligator Rivers Yellow Chat,Endangered,2006,EN
Hoplostethus atlanticus,Orange Roughy,Conservation Dependent,2006,CD
Acanthocladium dockeri,Spiny Everlasting,Critically Endangered,2006,CR
Allocasuarina robusta,,Endangered,2006,EN
Caladenia conferta,,Endangered,2006,EN
Eucalyptus paludicola,Mount Compass Swamp Gum,Endangered,2006,EN
Prasophyllum goldsackii,,Endangered,2006,EN
Prasophyllum murfetii,,Critically Endangered,2006,CR
Pterostylis bryophila,,Critically Endangered,2006,CR
Galaxias parvus,,Vulnerable,2006,VU
Nannatherina balstoni,,Vulnerable,2006,VU
Paragalaxias dissimilis,,Vulnerable,2006,VU
Paragalaxias eleotroides,,Vulnerable,2006,VU
Neophema chrysogaster,,Critically Endangered,2006,CR
Pipistrellus murrayi,,Critically Endangered,2006,CR
Acacia chapmanii australis,Acacia chapmanii australis,Endangered,2006,EN
Acacia cochlocarpa velutinosa,,Critically Endangered,2006,CR
Acacia praetermissa,,Vulnerable,2006,VU
Acacia sp. Graveside Gorge ,,Critically Endangered,2006,CR
Acacia unguicula,,Critically Endangered,2006,CR
Brachyscias verecundus,,Critically Endangered,2006,CR
Caladenia williamsiae,,Endangered,2006,EN
Calectasia cyanea,,Critically Endangered,2006,CR
Cherax tenuimanus,Hairy Marron,Critically Endangered,2006,CR
Croitana aestiva,Desert Sand-skipper,Endangered,2006,EN
Daviesia glossosema,,Critically Endangered,2006,CR
Diplodactylus occultus,,Endangered,2006,EN
Egernia obiri,,Endangered,2006,EN
Eleocharis papillosa,,Vulnerable,2006,VU
Eremophila vernicosa Chinnock ms.,,Vulnerable,2006,VU
Frankenia parvula,,Endangered,2006,EN
Galaxias truttaceus hesperius,Spotted Galaxias ,Critically Endangered,2006,CR
Gastrolobium lehmannii,,Vulnerable,2006,VU
Gyrostemon reticulatus,,Critically Endangered,2006,CR
Haloragis platycarpa,,Critically Endangered,2006,CR
Helicteres sp. Glenluckie Creek ,,Endangered,2006,EN
Hibiscus brennanii,,Vulnerable,2006,VU
Hibiscus cravenii,Hibiscus cravenii,Vulnerable,2006,VU
Hoya australis oramicola,,Vulnerable,2006,VU
Hydatella leptogyne,,Critically Endangered,2006,CR
Melanodryas cucullata melvillensis,Tiwi Islands Hooded Robin,Endangered,2006,EN
Mesodontrachia fitzroyana,,Endangered,2006,EN
Mitrella sp. Melville Island ,,Vulnerable,2006,VU
Muehlenbeckia horrida abdita,,Critically Endangered,2006,CR
Ptilotus fasciculatus,,Endangered,2006,EN
Semotrachia euzyga,,Endangered,2006,EN
Sinumelon bednalli,,Endangered,2006,EN
Stachystemon nematophorus,,Vulnerable,2006,VU
Toechima sp. East Alligator ,,Endangered,2006,EN
Typhonium jonesii,,Endangered,2006,EN
Typhonium mirabile,,Endangered,2006,EN
Typhonium taylori,,Endangered,2006,EN
Tyto novaehollandiae melvillensis,,Endangered,2006,EN
Xylopia sp. Melville Island ,,Endangered,2006,EN
Zyzomys maini,Arnhem Rock-rat,Vulnerable,2006,VU
Sarcophilus harrisii,,Vulnerable,2006,VU
Engaeus granulatus,,Endangered,2005,EN
Placostylus bivaricosus,Lord Howe Flax Snail,Endangered,2005,EN
Epacris acuminata,Coral Heath,Vulnerable,2005,VU
Hylacola pyrrhopygia parkeri,,Endangered,2005,EN
Persoonia pauciflora,,Critically Endangered,2005,CR
Arachnorchis actensis,,Critically Endangered,2005,CR
Bertya tasmanica tasmanica,,Endangered,2005,EN
Corunastylis ectopa,Brindabella Midge-orchid,Critically Endangered,2005,CR
Galaxias auratus,,Endangered,2005,EN
Galaxias pedderensis,,Extinct in the wild,2005,EW
Paragalaxias mesotes,,Endangered,2005,EN
Thalassarche melanophris,,Vulnerable,2005,VU
Boronia gunnii,Gunn's Boronia,Vulnerable,2005,VU
Boronia hemichiton,,Vulnerable,2005,VU
Boronia hippopala,,Vulnerable,2005,VU
Limonium baudinii,,Vulnerable,2005,VU
Chalcophaps indica natalis,Christmas Island Emerald Dove,Endangered,2005,EN
Dasyurus hallucatus,Northern Quoll,Endangered,2005,EN
Turdus poliocephalus erythropleurus,,Endangered,2005,EN
Lepidium ginninderrense,,Vulnerable,2005,VU
Amytornis barbatus barbatus,Bulloo Grey Grasswren,Vulnerable,2005,VU
Neophoca cinerea,Australian Sea-lion,Vulnerable,2005,VU
Poephila cincta cincta,,Endangered,2005,EN
Pultenaea sp. Genowlan Point,,Critically Endangered,2004,CR
Craspedia preminghana,,Endangered,2004,EN
Ozothamnus reflexifolius,,Vulnerable,2004,VU
Pneumatopteris truncata,,Critically Endangered,2004,CR
Potorous gilbertii,Gilbert's Potoroo,Critically Endangered,2004,CR
Pseudemydura umbrina,,Critically Endangered,2004,CR
Dasyurus maculatus maculatus ,SE mainland population,Endangered,2004,EN
Dasyurus maculatus maculatus ,Tasmanian population,Vulnerable,2004,VU
Brachionichthys politus,,Vulnerable,2004,VU
Raja sp. L,Maugean Skate,Endangered,2004,EN
Abutilon julianae,,Critically Endangered,2003,CR
Achyranthes arborescens,Chaff Tree,Critically Endangered,2003,CR
Achyranthes margaretarum,,Critically Endangered,2003,CR
Blechnum norfolkianum,,Endangered,2003,EN
Boehmeria australis australis,Tree Nettle,Critically Endangered,2003,CR
Calystegia affinis,Calystegia affinis,Critically Endangered,2003,CR
Clematis dubia,a creeper,Critically Endangered,2003,CR
Coprosma baueri,,Endangered,2003,EN
Coprosma pilosa,,Endangered,2003,EN
Cordyline obtecta,,Vulnerable,2003,VU
Crepidomanes endlicherianum,,Endangered,2003,EN
Dendrobium brachypus,,Endangered,2003,EN
Dysoxylum bijugum,Sharkwood,Vulnerable,2003,VU
Elatostema montanum,,Critically Endangered,2003,CR
Elymus multiflorus kingianus,,Critically Endangered,2003,CR
Euphorbia norfolkiana,,Critically Endangered,2003,CR
Euphorbia obliqua,,Vulnerable,2003,VU
Hibiscus insularis,,Critically Endangered,2003,CR
Hypolepis dicksonioides,Downy Ground-fern,Vulnerable,2003,VU
Ileostylus micranthus,,Vulnerable,2003,VU
Lastreopsis calantha,Shield-fern,Endangered,2003,EN
Marattia salicina,King Fern,Endangered,2003,EN
Melicope littoralis,,Vulnerable,2003,VU
Melicytus latifolius,,Critically Endangered,2003,CR
Melicytus ramiflorus oblongifolius,Whiteywood,Vulnerable,2003,VU
Meryta angustifolia,,Vulnerable,2003,VU
Meryta latifolia,Shade Tree,Critically Endangered,2003,CR
Muehlenbeckia australis,Shrubby Creeper,Endangered,2003,EN
Myoporum obscurum,Popwood,Critically Endangered,2003,CR
Pennantia endlicheri,,Endangered,2003,EN
Phreatia limenophylax,,Critically Endangered,2003,CR
Phreatia paleata,,Endangered,2003,EN
Pittosporum bracteolatum,,Vulnerable,2003,VU
Pouteria costata,,Endangered,2003,EN
Pteris kingiana,,Endangered,2003,EN
Pteris zahlbruckneriana,,Endangered,2003,EN
Rapanea ralstoniae,,Vulnerable,2003,VU
Senecio australis,,Vulnerable,2003,VU
Senecio evansianus,,Endangered,2003,EN
Senecio hooglandii,,Vulnerable,2003,VU
Streblus pendulinus,Siah's Backbone,Endangered,2003,EN
Taeniophyllum muelleri,Minute Orchid,Vulnerable,2003,VU
Tmesipteris norfolkensis,,Vulnerable,2003,VU
Ungeria floribunda,,Vulnerable,2003,VU
Wikstroemia australis,,Critically Endangered,2003,CR
Zehneria baueriana,Native Cucumber,Endangered,2003,EN
Rostratula australis,,Vulnerable,2003,VU
Euploea alcathoe enastri,,Endangered,2003,EN
Neoceratodus forsteri,Australian Lungfish,Vulnerable,2003,VU
Thelymitra jonesii,,Critically Endangered,2003,CR
Maccullochella peelii peelii,Murray Cod,Vulnerable,2003,VU
Adclarkia dawsonensis,Boggomoss Snail,Critically Endangered,2003,CR
Epacris sp. aff. virgata graniticola,,Endangered,2003,EN
Eucalyptus gunnii divaricata,,Endangered,2003,EN
Lepidium peregrinum,,Endangered,2003,EN
Pimelea spinescens spinescens,Plains Rice-flower,Critically Endangered,2003,CR
Lissotes latidens,Broad-toothed Stag Beetle,Endangered,2002,EN
Phyllodes imperialis ,,Endangered,2002,EN
Synemon plana,,Critically Endangered,2002,CR
Asplenium listeri,,Critically Endangered,2002,CR
Dryococelus australis,Lord Howe Island Phasmid,Critically Endangered,2002,CR
Eidothea sp. Nightcap Range ,,Critically Endangered,2002,CR
Epacris limbata,Border Heath,Critically Endangered,2002,CR
Thersites mitchellae,,Critically Endangered,2002,CR
Acanthornis magnus greenianus,,Critically Endangered,2002,CR
Cinclosoma punctatum anachoreta,Mt Lofty Ranges Spotted Quail-thrush,Critically Endangered,2002,CR
Epthianura crocea macgregori,Capricorn Yellow Chat,Critically Endangered,2002,CR
Pterodroma arminjoniana s. str.,Round Island Petrel,Critically Endangered,2002,CR
Pterodroma heraldica,,Critically Endangered,2002,CR
Pteropus conspicillatus,,Vulnerable,2002,VU
Pteropus poliocephalus,,Vulnerable,2001,VU
Argentipallium x spiceri,,Critically Endangered,2001,CR
Arthrochilus huntianus nothofagicola,,Critically Endangered,2001,CR
Barbarea australis,Native Wintercress,Critically Endangered,2001,CR
Caladenia anthracina,,Critically Endangered,2001,CR
Caladenia campbellii,,Critically Endangered,2001,CR
Caladenia dienema,,Critically Endangered,2001,CR
Caladenia lindleyana,,Critically Endangered,2001,CR
Caladenia pallida,Rosy Spider-orchid,Critically Endangered,2001,CR
Caladenia saggicola,,Critically Endangered,2001,CR
Caladenia sylvicola,,Critically Endangered,2001,CR
Caladenia tonellii,,Critically Endangered,2001,CR
Carcharias taurus ,,Critically Endangered,2001,CR
Carcharias taurus ,,Vulnerable,2001,VU
Epacris barbata,Bearded Heath,Critically Endangered,2001,CR
Epacris stuartii,Stuart's Heath,Critically Endangered,2001,CR
Euphrasia fragosa,Shy Eyebright,Critically Endangered,2001,CR
Euphrasia gibbsiae psilantherea,,Critically Endangered,2001,CR
Genoplesium firthii,,Critically Endangered,2001,CR
Glyphis sp. A,,Critically Endangered,2001,CR
Glyphis sp. C,,Endangered,2001,EN
Hypolepis distans,,Endangered,2001,EN
Lomatia tasmanica,,Critically Endangered,2001,CR
Phebalium daviesii,Davies' Waxflower,Critically Endangered,2001,CR
Prasophyllum castaneum,,Critically Endangered,2001,CR
Prasophyllum favonium,,Critically Endangered,2001,CR
Prasophyllum milfordense,,Critically Endangered,2001,CR
Prasophyllum olidum,,Critically Endangered,2001,CR
Prasophyllum perangustum,,Critically Endangered,2001,CR
Prasophyllum pulchellum,,Critically Endangered,2001,CR
Prasophyllum robustum,,Critically Endangered,2001,CR
Prasophyllum stellatum,,Critically Endangered,2001,CR
Pterostylis commutata,,Critically Endangered,2001,CR
Pterostylis pratensis,,Vulnerable,2001,VU
Pterostylis wapstrarum,,Critically Endangered,2001,CR
Rhincodon typus,,Vulnerable,2001,VU
Sagina diemensis,,Critically Endangered,2001,CR
Tetratheca gunnii,Shy Pinkbells,Critically Endangered,2001,CR
Vanvoorstia bennettiana,,Extinct,2001,EX
Caladenia sp. aff. venusta,,Critically Endangered,2001,CR
Genoplesium vernale,,Vulnerable,2001,VU
Philotheca freyciana,,Critically Endangered,2001,CR
Engaeus martigener,,Endangered,2001,EN
Engaeus orramakunna,,Vulnerable,2001,VU
Engaeus spinicaudatus,,Endangered,2001,EN
Engaeus yabbimunna,,Vulnerable,2001,VU
Miniopterus schreibersii ,,Conservation Dependent,2001,CD
Arctocephalus tropicalis,,Vulnerable,2001,VU
Chalinolobus dwyeri,Large-eared Pied Bat,Vulnerable,2001,VU
Egernia slateri slateri,Slater's Skink,Endangered,2001,EN
Hipposideros semoni,Semon's Leaf-nosed Bat,Endangered,2001,EN
Isoodon obesulus obesulus,Southern Brown Bandicoot ,Endangered,2001,EN
Macronectes giganteus,Southern Giant-Petrel,Endangered,2001,EN
Macronectes halli,,Vulnerable,2001,VU
Melaleuca deanei,,Vulnerable,2001,VU
Mirounga leonina,,Vulnerable,2001,VU
Nyctophilus howensis,Lord Howe Long-eared Bat,Extinct,2001,EX
Nyctophilus timoriensis ,South-eastern form,Vulnerable,2001,VU
Pipistrellus murrayi,,Endangered,2001,EN
Rhinolophus philippinensis ,,Endangered,2001,EN
Rhinonicteris aurantius ,,Vulnerable,2001,VU
Saccolaimus saccolaimus nudicluniatus,Bare-rumped Sheath-tailed Bat,Critically Endangered,2001,CR
